Title,Year,Plot,Genre
Side Effects,2013,"Emily Taylor, despite being reunited with her husband from prison, becomes severely depressed with emotional episodes and suicide attempts. Her psychiatrist, Jonathan Banks, after conferring with her previous doctor, eventually prescribes an experimental new medication called Ablixa. The plot thickens when the side effects of the drug lead to Emily killing her husband in a ""sleepwalking"" state. With Emily plea-bargained into mental hospital confinement and Dr. Banks' practice crumbling around him, the case seems closed. However, Dr. Banks cannot accept full responsibility and investigates to clear his name. What follows is a dark quest that threatens to tear what's left of his life apart even as he discovers the diabolical truth of this tragedy.",Crime
Revenge for Jolly!,2012,"REVENGE FOR JOLLY! follows a man (Petsos) who, with the help of his cousin (Oscar Isaac), seeks to avenge the death of his beloved dog, who was killed under confusing and suspicious circumstances. The two men follow a series of clues in an attempt to track down the dog's murderer, leaving a path of destruction in their wake.",Comedy
The Ambassador,2011,Danish journalist Mads Brügger goes undercover as a Liberian Ambassador to embark on a dangerous yet hysterical journey to uncover the blood diamond trade in Africa.,Documentary
Kite,2014,"Never Underestimate a Girl with Nothing to Lose. Based on the groundbreaking, cult classic anime, KITE tells the story of Sawa (India Eisley,""The Secret Life of the American Teenager,"" Underworld: Awakening), a young woman living in a corrupt society where crime and gangs terrorize the streets. When Sawa's mother and policeman father are found victims of a grisly double homicide, she begins a ruthless pursuit for the man who murdered them. With the help of her father's ex-partner, Karl Aker (Samuel L. Jackson, Captain America: The Winter Soldier, The Avengers, Django Unchained), and a mysterious friend from her past (Callan McAuliffe, The Great Gatsby, I Am Number Four), she becomes a merciless teen assassin, blasting her way through the dark world of human trafficking only to uncover a devastating truth.",Action
Inside Llewyn Davis,2013,"Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making.",Drama
Family Band: The Cowsills Story,2011,"The Cowsills are the real life inspiration behind The Partridge Family but The Cowsills' story is not a sitcom. Their story is raw and honest, tragic and beautiful. The Cowsills personify The Baby Boomer Generation in all of its extremes and eccentricities. All of its tragedies and triumphs. Their public image was talent and charm. Their private reality was secrets and fear. One of the most musically gifted American Families to hit the top of the pop charts, The Cowsills rose to fame, success and stardom in the late sixties. Five years later, their star came crashing back down to earth. This year, you will learn what happened to The Cowsills.",Documentary
Laggies,2014,"Megan's approaching 30 with a good degree and a boyfriend in hand, but when he proposes at her friend's wedding and everyone seems to think that the best way to advance in her career is to take a seminar where you find out what animal you are, Megan's understandably feeling lost. After meeting teenagers who want her to buy them beer, Megan is drawn into 16-year-old Annika's simpler life. She ends up moving in with Annika and her single father, juggling the life of a teen and that of an adult, two romantic interests, and the feeling of lagging behind.",Comedy
Paradise Lost 3: Purgatory,2011,"In 1993, a horrific triple child murder was discovered in West Memphis, Arkansas, but the reaction to it precipitated a horror of its own. This film follows up on the story of the three boys, called the West Memphis Three, who were convicted for this crime with questionable evidence. For years, the boys' fate sparked a mass movement striving to prove their innocence while the state is equally determined to avoid admitting it could have been wrong. Through the swirl of new evidence and suspects, the Three tell their own tale about enduring this injustice against the opinions of the victim's families in a debate that eventually came to an inadequate resolution.",Documentary
Mood Indigo,2013,"Set in a charmingly surreal Paris, wealthy bachelor Colin spends his time developing his pianocktail (a cocktail-making piano) and devouring otherworldly dishes prepared by his trusty chef Nicolas. When Colin learns that his best friend Chick, a fellow acolyte of the philosopher Jean-Sol Partre, has a new American girlfriend, our lonely hero attends a friend's party in hopes of falling in love himself. He soon meets Chloe and, before they know it, they're dancing to Duke Ellington and plunging headfirst into a romance. Their whirlwind courtship is tested when an unusual illness plagues Chloe; a flower begins to grow in her lungs. To save her, Colin discovers the only cure is to surround Chloe with a never-ending supply of fresh flowers.",Comedy
12 Years a Slave,2013,"Based on an incredible true story of one man's fight for survival and freedom. In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty personified by a malevolent slave owner, as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life.",Biography
The Broken Circle Breakdown,2012,"Elise and Didier fall in love at first sight. She has her own tattoo shop and he plays the banjo in a bluegrass band. They bond over their shared enthusiasm for American music and culture, and dive headfirst into a sweeping romance that plays out on and off stage - but when an unexpected tragedy hits their new family, everything they know and love is tested. An intensely moving portrait of a relationship from beginning to end, propelled by a soundtrack of foot-stomping bluegrass, The Broken Circle Breakdown is a romantic melodrama of the highest order.",Drama
Non-Stop,2014,"Bill Marks, a former cop dealing with his daughter's death by drinking, is now a federal air marshal. While on a flight from New York to London, Marks gets a text telling him that unless 150 million dollars is transferred to an offshore account, someone will die every 20 minutes. Can he find the terrorist in time and save everyone?",Action
Identity Thief,2013,"Sandy Patterson (Jason Bateman) gets a nice call confirming his name and other identifying information. The next thing he knows, a spa in Florida is reminding him of his appointment and his credit cards are maxed out. With his identity stolen, Sandy leaves his wife, kids and job to literally bring the thief to justice in Colorado. Keeping tabs on the other Sandy (Melissa McCarthy) and run-ins with bounty hunters is harder than he was expecting, and ultimately the cross-country trip is going to find both Sandys learning life tips from one another.",Comedy
Sightseers,2012,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",Adventure
Mama,2013,"The senior partner of an investment brokerage, Jeffrey Desange, has a breakdown due to a financial collapse and kills several co-workers and his estranged wife. He then kidnaps his two young daughters, Victoria 3 and Lilly just 1. He drives his car recklessly through a winding snow covered road. He loses control of his car and drives off an embankment. He finds an abandoned and isolated cabin where he plans to kill his daughters, but the children are saved by a dark ghostly image. After five years of searching and depleting his savings, Jeffrey's twin brother, Lucas, finds the children that were raised without social interaction and claim that they have been raised by 'Mama'. Lucas disputes the custody with the children's Great Aunt but Dr. Dreyfuss, who is working with the girls, helps Lucas get custody of the girls so that he can still have access to them. Lucas, his girlfriend Annabel, Victoria and Lilly move into a house provided by the institute that Dr. Dreyfuss works for. Lucas and Annabel soon find out that the girls have brought Mama with them and their lives are in grave danger.",Horror
Camille Claudel 1915,2013,"Winter, 1915. Confined by her family to an asylum in the South of France - where she will never sculpt again - the chronicle of Camille Claudel's reclusive life, as she waits for a visit from her brother, Paul Claudel.",Biography
All Is Lost,2013,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face.",Action
The Smurfs 2,2013,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",Animation
Man of Tai Chi,2013,"Tiger Chen is a Tai Chi student who is rather rebellious and uses Tai Chi to fight despite his master's concerns. When the temple where he studies get threatened from modern redevelopment, he fights in an underground fight club to get money the temple needs. However he soon realizes that his employer has other negative motives.",Action
Guardians of the Galaxy,2014,"After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth, is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the ""Guardians of the Galaxy"" to save the world.",Action
Violeta Went to Heaven,2011,"A portrait of famed Chilean singer and folklorist Violeta Parra filled with her musical work, her memories, her loves and her hopes.",Biography
Side by Side,2012,"Investigates the history, process and workflow of both digital and photochemical film creation. It shows what artists and filmmakers have been able to accomplish with both film and digital and how their needs and innovations have helped push filmmaking in new directions. Interviews with directors, cinematographers, colorists, scientists, engineers and artists reveal their experiences and feelings about working with film and digital. Where we are now, how we got here and what the future may bring.",Documentary
The Wind Rises,2013,"Jiro dreams of flying and designing beautiful airplanes, inspired by the famous Italian aeronautical designer Caproni. Nearsighted from a young age and unable to be a pilot, Jiro joins a major Japanese engineering company in 1927 and becomes one of the world's most innovative and accomplished airplane designers. The film chronicles much of his life, depicting key historical events, including the Great Kanto Earthquake of 1923, the Great Depression, the tuberculosis epidemic and Japan's plunge into war. Jiro meets and falls in love with Nahoko, and grows and cherishes his friendship with his colleague Honjo.",Animation
Keep the Lights On,2012,"It's 1998 and New York City is in a state of intense flux when documentary filmmaker Erik Rothman (Thure Lindhardt) first meets Paul Lucy (Zachary Booth), a handsome but closeted lawyer in the publishing field. What begins as a highly charged first encounter soon becomes something much more, and a relationship quickly develops. As the two men start building a home and life together, each continues to privately battle their own compulsions and addictions. A film about sex, friendship, intimacy and most of all, love, Keep the Lights On takes an honest look at the nature of relationships in our times.",Drama
From the Sky Down,2011,"In the terrain of rock bands, implosion or explosion is seemingly inevitable. U2 has defied the gravitational pull towards destruction; this band has endured and thrived. This documentary asks the question why.",Documentary
A Fantastic Fear of Everything,2012,"Jack is a children's author turned crime novelist whose detailed research into the lives of Victorian serial killers has turned him into a paranoid wreck, persecuted by the irrational fear of being murdered. When Jack is thrown a life-line by his long-suffering agent and a mysterious Hollywood executive takes a sudden and inexplicable interest in his script, what should be his big break rapidly turns into his big breakdown, as Jack is forced to confront his worst demons; among them his love life, his laundry and the origin of all fear.",Comedy
The Frozen Ground,2013,"Alaska Trooper Jack Holcombe believes Robert Hansen is a serial killer who abducts young girls, tortures and sexually assaults them, then kills them. But Holcombe doesn't have enough evidence to get a search warrant for Hansen's premises. Holcombe knows that one victim, Cyndy Paulsen, somehow survived, so he decides to seek her help, but he finds that she's now a junkie with trust issues. Holcombe has to earn her trust; meanwhile, Hansen is still hunting and killing girls.",Crime
Neighbors,2014,"Kelly and Mac are settling down in a quiet neighborhood with their newborn child, until the frat brothers move into the house next door. Teddy is the President, and Pete is his right hand man, and they're quick to accept friendship when Kelly and Mac introduce themselves as the neighbors. Night after night, Mac asks Teddy to lower the fraternity's noise, even accepting the invitation to the party one evening. When Teddy goes back on his word to keep the partying down, Mac calls the police to deal with the problem. The police quickly blame Mac for their presence, and the war begins. As the family feuds with the frat brothers, things get hilariously dangerous and the fraternity ends up on thin ice with their college. After receiving their final warning and being placed on probation, Mac and Kelly pull a prank so ingenious that Teddy and Pete are forced to respond. All hell breaks loose, from Robert DeNiro parties to Christopher Mintz-Plasse having sex in the bushes, this comedy shows how things can go really wrong really quickly when a family and a frat house become neighbors.",Comedy
Machete Kills,2013,"During an operation of a Mexican Cartel, Machete Cortez and Sartana Rivera intercept the criminals alone, but another group arrives and a masked man kills Sartana. Machete is arrested, accused of killing his beloved Sartana and Sheriff Doakes hangs Machete. But the President of the USA Rathcock pardons and recruits Machete to kill the revolutionary Marcos Mendez that has threatened the USA with a missile with a bomb. Machete goes to San Antonio to meet the Miss San Antonio Blanca Vasquez that will be the liaison between Machete and President Rathcock. Then Machete goes to the brothel of Madame Desdemona to seek out the prostitute Cereza that is Mendez's mistress. Machete meets Mendez and learns that his heart is connected to the missile and only the arm dealer Luther Voz is capable to disarm the bomb. Now Machete needs to bring Mendez to the USA in less than twenty-four hours and save his new country in a dangerous journey with betrayals.",Action
Brake,2012,"What appears to be a random kidnapping becomes something more sinister when Secret Service Agent Jeremy Reins discovers he's being used as a pawn in a terrorist plot. Watching the clock tick down to an unknown catastrophe, Jeremy is forced by his captors to listen to the outside world on the brink of collapse, knowing that the only way to save the people he loves is to divulge a secret that he has sworn to protect.",Thriller
Cloudy with a Chance of Meatballs 2,2013,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",Animation
Austenland,2013,"Austenland is a romantic comedy about 30-something, single Jane Hayes, a seemingly normal young woman with a secret: her obsession with Mr. Darcy-as played by Colin Firth in the BBC adaptation of Pride and Prejudice-is ruining her love life; no real man can compare. But when she decides to spend her life savings on a trip to an English resort catering to Austen-crazed women, Jane's fantasies of meeting the perfect Regency-era gentleman suddenly become more real than she ever could have imagined.",Comedy
Excision,2012,"This film is about Pauline, a young woman (18yo) who lives with her family and her younger sister Grace who has Cystic Fibrosis. Pauline has some delusions of being a great surgeon, and she also has some horrific dreams that she actually finds ""stimulating"" to say the least. Her family put up with her delusions and her school classmates find her annoying. But as this is all happening around her she has a plan, a plan that will leave them all shocked, and some people may not survive.",Drama
Begin Again,2013,"Gretta (Keira Knightley) and her long-time boyfriend Dave (Adam Levine) are college sweethearts and songwriting partners who decamp for New York when he lands a deal with a major label. But the trappings of his new-found fame soon tempt Dave to stray, and a reeling, lovelorn Gretta is left on her own. Her world takes a turn for the better when Dan (Mark Ruffalo), a disgraced record-label exec, stumbles upon her performing on an East Village stage and is immediately captivated by her raw talent. From this chance encounter emerges an enchanting portrait of a mutually transformative collaboration, set to the soundtrack of a summer in New York City.",Comedy
Pain & Gain,2013,"Based on the true story of Daniel Lugo (Mark Wahlberg) a Miami bodybuilder who wants to live the American dream. He would like to have the money that other people have. So he enlists the help of fellow bodybuilder Adrian Doorbal (Anthony Mackie) and ex-convict, Christian bodybuilder Paul Doyle (Dwayne Johnson). Their kidnapping and extortion scheme goes terribly wrong since they have muscles for brains and they're left to haphazardly try to hold onto the elusive American dream.",Action
The Good Dinosaur,2015,"""The Good Dinosaur"" asks the question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct? In this epic journey into the world of dinosaurs, an Apatosaurus named Arlo makes an unlikely human friend. While traveling through a harsh and mysterious landscape, Arlo learns the power of confronting his fears and discovers what he is truly capable of.",Animation
Rush,2013,"Set against the sexy, glamorous golden age of Formula 1 racing in the 1970s, the film is based on the true story of a great sporting rivalry between handsome English playboy James Hunt (Hemsworth), and his methodical, brilliant opponent, Austrian driver Niki Lauda (Bruhl). The story follows their distinctly different personal styles on and off the track, their loves and the astonishing 1976 season in which both drivers were willing to risk everything to become world champion in a sport with no margin for error: if you make a mistake, you die.",Action
Someone Marry Barry,2014,"Three friends plot to get rid of their socially inappropriate friend by finding him a wife, but when he meets a woman just like him, their problems double.",Comedy
The Best of Me,2014,"Amanda and Dawson are soul mates who met as teens and were from different backgrounds. But circumstances would force them to part ways. 20 years later they are brought back together by the passing of a mutual friend. So they go back home to fulfill his final wishes and they run into each other. While Amanda is married, albeit unhappily, she still has feelings for Dawson but can't forgive him for pushing her away.",Drama
A Most Wanted Man,2014,"When a half-Chechen, half-Russian, brutally tortured immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist? Based on John le Carré's novel, A MOST WANTED MAN is a contemporary, cerebral tale of intrigue, love, rivalry, and politics that prickles with tension right through to its last heart-stopping scene.",Crime
The Imposter,2012,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,Documentary
Tomorrowland,2015,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",Action
Noah,2014,Noah unquestioningly follows the command of the world's creator to undertake a momentous mission before an apocalyptic flood cleanses the cursed lands of mankind.,Action
American Mary,2012,"The allure of easy money sends Mary Mason, a medical student, into the world of underground surgeries which ends up leaving more marks on her than her so called 'freakish' clients.",Drama
Sex Tape,2014,"When Jay (Jason Segel) and Annie (Cameron Diaz) first got together, their romantic connection was intense - but ten years and two kids later, the flame of their love needs a spark. To kick things up a notch, they decide - why not? - to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session. It seems like a great idea - until they discover that their most private video is no longer private. With their reputations on the line, they know they're just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",Comedy
Paul Williams Still Alive,2011,A documentary about legendary songwriter and 70's icon Paul Williams.,Documentary
A Coffee in Berlin,2012,This tragicomedy is a self-ironic portrait of a young man who drops out of university and ends up wandering the streets of the city he lives: Berlin. The film deals with the desire to participate in life and the difficulty to find one's place.,Comedy
Borgman,2013,"A vagrant enters the lives of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.",Drama
The Hunger Games: Mockingjay - Part 2,2015,"After young Katniss Everdeen agrees to be the symbol of rebellion, the Mockingjay, she tries to return Peeta to his normal state, tries to get to the Capitol, and tries to deal with the battles coming her way...but all for her main goal: assassinating President Snow and returning peace to the Districts of Panem. As her squad starts to get smaller and smaller, will she make it to the Capitol? Will she get revenge on Snow or will her target change? Will she be with her ""Star-Crossed Lover,"" Peeta, or her long-time friend, Gale? Deaths, bombs, bow and arrows, a love triangle, hope... What will happen?",Action
The Hunger Games: Mockingjay - Part 1,2014,"With the Games destroyed, Katniss Everdeen, along with Gale, Finnick and Beetee, end up in the so thought ""destroyed"" District 13. Under the leadership of President Coin and the advice of her friends, Katniss becomes the ""Mockingjay"", the symbol of rebellion for the districts of Panem.",Action
The Hunger Games: Catching Fire,2013,"Twelve months after winning the 74th Hunger Games, Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victor's Tour, wherein they visit all the districts, but before leaving, Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta. With both Katniss and Peeta declared the winners, it is fueling a possible uprising. He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger.",Action
The Hangover Part III,2013,"In the aftermath of the death of Alan's father, the wolfpack decide to take Alan to get treated for his mental issues. But things start to go wrong on the way to the hospital as the wolfpack is assaulted and Doug is kidnapped. Now they must find Mr. Chow again in order to surrender him to the gangster who kidnapped Doug in order to save him.",Comedy
The Immigrant,2013,"1921. In search of a new start and the American dream, Ewa Cybulska and her sister Magda sail to New York from their native Poland. When they reach Ellis Island, doctors discover that Magda is ill, and the two women are separated. Ewa is released onto the mean streets of Manhattan while her sister is quarantined. Alone, with nowhere to turn and desperate to reunite with Magda, she quickly falls prey to Bruno, a charming but wicked man who takes her in and forces her into prostitution. And then one day, Ewa encounters Bruno's cousin, the debonair magician Orlando. He sweeps Ewa off her feet and quickly becomes her only chance to escape the nightmare in which she finds herself.",Drama
Capital,2012,"When the CEO of France's Phenix Bank collapses on the golf course, Machiavellian young executive Marc Tourneuil is crowned as his replacement. A whirlwind of ruthless ambition, power struggles, greed and deception ensues as Tourneuil's brutal ascent is jeopardized by a hostile takeover attempt from a large American hedge fund led by Dittmar Rigule, erotic distractions from international supermodel Nassim, and adversaries with an agenda for destruction.",Drama
Indie Game: The Movie,2012,"A documentary that follows the journeys of indie game developers as they create games and release those works, and themselves, to the world.",Documentary
Carrie,2013,"The outcast teenager Carrie White is bullied by her classmates at high school. Her mother, Margaret White, is a pious and paranoid woman that sees sin everywhere and the need of self-inflicting punishment. When Carrie has her first period, she does not understand what is happening to her and her classmates humiliate her in the changing room. The spiteful Chris Hargensen videotapes Carrie with her cell phone and posts it on the Internet. Their teacher Ms. Desjardin punishes the students, but when Chris challenges her, she is suspended and consequently is banned from the prom. Meanwhile, Carrie discovers that she has telekinesis and learns how to control her ability. Sue Snell, one of the girls that tormented Carrie, feels bad and asks her boyfriend Tommy Ross to invite Carrie to go with him to the prom to make up for what she did to Carrie. But Chris and her boyfriend Billy Nolan plot an evil prank with her friends to seek vengeance for Carrie.",Drama
Nymphomaniac: Vol. I,2013,"A man named Seligman finds a fainted wounded woman in an alley and he brings her home. She tells him that her name is Joe and that she is nymphomaniac. Joe tells her life and sexual experiences with hundreds of men since she was a young teenager while Seligman tells about his hobbies, such as fly fishing, reading about Fibonacci numbers or listening to organ music.",Drama
The Brass Teapot,2012,"Based on the comic book series ""The Brass Teapot"" about a mid-twenty-year-old couple who, in these difficult economic times, finds a mysterious, magical brass teapot which makes them money but at a surprising price. After realizing the teapot's power, John and Alice must decide how far they will go to fulfill their dream.",Comedy
Mud,2012,"14 year-old Ellis (Tye Sheridan) lives on a makeshift houseboat on the banks of a river in Arkansas with his parents, Mary Lee (Sarah Paulson) and Senior (Ray McKinnon). He sneaks out early one morning to meet his best friend, Neckbone (Jacob Lofland). Neckbone, also 14, lives with his uncle, Galen (Michael Shannon), who makes a hardscrabble living diving for oysters. The two boys set out to an island on the Mississippi River, where Neckbone has discovered an unusual sight-a boat, suspended high in the trees, a remnant of an extreme flood some time in the past. They climb the tree and into the boat only to find fresh bread and fresh footprints. Realizing that they are not the only ones who have discovered the treehouse boat, they decide to leave. When they reach the shore, they find the same footprint in their boat. And that's when they meet Mud (Matthew McConaughey). Mud is a gritty, superstitious character; his clothes are dirty, his tooth is cracked, and he needs help. He tells the boys he will give them the treehouse boat, his current hideout, in exchange for food. Neckbone is reluctant, but Ellis brings food to Mud, and they develop a tentative friendship. Ellis learns that Mud has killed a man in Texas, and police and bounty hunters are looking for him, but Mud is more concerned about reuniting with his longtime love, Juniper (Reese Witherspoon). Ellis, who has recently developed his own crush, agrees to help Mud escape with Juniper. Ellis and Neckbone carry out bold schemes in an effort to protect Mud and relay messages to Juniper, who is holed up in a fleabag motel, under constant surveillance by Carver (Paul Sparks), a Texas bounty hunter. Carver and his gang are intent on capturing Mud, on orders from the cold-blooded King (Joe Don Baker). As the boys risk everything to reunite these seeming mythical lovers, Ellis's own ideas about love and romance are challenged by the strains in the relationships closest to him: his parents' marriage is dissolving while he himself falters in his efforts to impress May Pearl (Bonnie Sturdivant). Through it all, Ellis struggles to look for an example of love that he can believe in, learning about the unspoken rules and risks of love and the reality of heartbreak.",Drama
Yossi,2012,"This sequel to Yossi and Jagger finds Dr. Yossi Gutmann reminiscing about his love ten years after his death; however, as he encounters a group of young soldiers, one of them, Tom, reignites his romantic feelings.",Drama
Beware of Mr. Baker,2012,Ginger Baker looks back on his musical career with Cream and Blind Faith; his introduction to Fela Kuti; his self-destructive patterns and losses of fortune; and his current life inside a fortified South African compound.,Documentary
Fire with Fire,2012,"After witnessing the brutal murders of a convenience store owner and his son, firefighter Jeremy Coleman barely escapes with his life. As he is forced to testify against the crime lord, Hagan, he is placed in the witness protection program under the watch of the U.S. Marshals. When his new identity becomes compromised Jeremy is forced to take an unexpected course of action in order to get his life back and save the lives of those he loves.",Action
Let's Be Cops,2014,"It's the ultimate buddy cop movie except for one thing: they're not cops. When two struggling pals dress as police officers for a costume party, they become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",Comedy
Trance,2013,"A fine art auctioneer mixed up with a gang joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur the stakes rise faster than anyone could have anticipated.",Crime
The Best Offer,2013,"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a solitary young heiress, Claire Ibbetson, to auction off the large collection of art and antiques left to her by her parents. For some reason, Claire always refuses to be seen in person. Robert aids Oldman in restoring and reassembling some odd mechanical parts he finds amongst Claire's belongings, while also giving him advice on how to befriend her and deal with his feelings towards her. Also a friend of Oldman, Billy Whistler helps him to acquire a secret private collection of master paintings.",Crime
Sinister,2012,"True-crime writer Ellison Oswalt moves himself and his family into a house where a horrific crime took place earlier, but his family doesn't know. He begins researching the crime so that he can write a new book about it to help his flailing career. He uses some ""snuff"" film footage he finds in the house to help him in his research, but he soon finds more than he bargained for. There is a figure in each of the films but who or what is it? As a result, his family start to suffer (as does he) and things take a turn for the worse. Will they survive?",Horror
Bachelorette,2012,"On the night of one of their old high school friend's wedding three irresponsible and capricious bridesmaids reunite for one last bachelorette bacchanal in the Big Apple. They unintentionally create a mess of their best friend Becky's wedding dress, before she marries her sweetheart Dale. They attempt to repair the situation by spending the evening before and morning of the wedding desperate to get the dress to Becky on time before the wedding starts, whilst discovering themselves and what they truly want from their lives along the way.",Comedy
Joker,2012,"In 1947 when the maps of India and Pakistan were being drawn, an oversight ensured that the village of Paglapur didn't find a place in either country. The village had the distinction of housing the largest mental asylum in the region and in the mêlée that ensued during partition, the asylum inmates broke loose, drove away the villagers and established their own republic in Paglapur. And that's how it stayed for the next 60 years! While the world outside changed, Paglapur remained isolated, with no electricity, television or sanity. Now, decades after the world forgot this village, a NASA scientist of Indian origin, Agastya and his beautiful wife find themselves on the road to Paglapur. Agastya is working on a top secret project for creating a device to communicate with aliens. So why is he in a village whose colorful inhabitants include a man who speaks in gibberish, another who thinks he is a lamp post and everyone else who think Mahatma Gandhi is still around, fighting for independence? And more importantly, what are they going to do that will soon turn the universe's spotlight on this forgotten village?",Comedy
Magic Mike,2012,"Mike Lane is a thirty-year old living in Tampa,Florida. By day he works as a roofer while at night, as Magic Mike, he is the star attraction of the Kings of Tampa, a group of male strippers. Secretly he wants out in order to further a projected furniture-making business but his credit rating precludes a bank loan for this despite his considerable savings. One night Adam, a teen-aged work-mate of Mike, follows him to the club and, when one of the acts is unable to go on,he is prevailed upon to strip - becoming a huge hit. However success goes to his head and his foolish actions not only threaten to jeopardize his sister Brooke's relationship with Mike but Mike's ambitions as well.",Comedy
God Bless America,2011,"Loveless, jobless, possibly terminally ill, Frank has had enough of the downward spiral of America. With nothing left to lose, Frank takes his gun and offs the stupidest, cruelest, and most repellent members of society. He finds an unusual accomplice: 16-year-old Roxy, who shares his sense of rage and disenfranchisement.",Comedy
Penguins of Madagascar,2014,"Super spy teams aren't born...they're hatched. Discover the secrets of the greatest and most hilarious covert birds in the global espionage biz: Skipper, Kowalski, Rico and Private. These elitists of the elite are joining forces with a chic undercover organization, The North Wind. Led by handsome and husky Agent Classified (we could tell you his name, but then...you know). Together, they must stop the villainous Dr. Octavius Brine, from destroying the world as we know it.",Animation
The Call,2013,"Jordan Turner (Halle Berry) is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue, but then teenager Casey Welson (Abigail Breslin) is abducted and calls 911. Jordan is the one called upon to use all of her experience, insights and quick thinking to try to help Casey escape and also to make sure the man is brought to justice.",Crime
Flight,2012,"Whip Whitaker is a commuter airline pilot. While on a flight from Orlando to Atlanta something goes wrong and the plane starts to fly erratically. With little choice Whip crashes the plane and saves almost all on board. When he wakes up in the hospital, his friend from the airline union introduces him to a lawyer who tells him there's a chance he could face criminal charges because his blood test reveals that he was intoxicated with alcohol and cocaine. He denies being impaired, so while an investigation is underway, he is told to keep his act together. However, letting go of his addiction is not as easy as it seems...",Drama
The Human Centipede III (Final Sequence),2015,"Bully prison warden Bill Boss, leading a big state prison in the US of A, has a lot of problems; his prison statistically has the highest amount of prison riots, medical costs and staff turnover in the country. But foremost he is unable to get the respect he thinks he deserves from his inmates and the state Governor. He constantly fails in experimenting with different ideas for the ideal punishment to get the inmates in line, which drives him, together with the sizzling heat, completely insane. Under threats of termination by the Governor, his loyal right hand man Dwight comes up with a brilliant idea. A revolutionary idea which could change the American prison system for good and save billions of dollars. An idea based on the notorious Human Centipede movies, that will literally and figuratively get the inmates on their knees, creating the ultimate punishment and deterrent for anyone considering a life of crime. Having nothing to lose, Bill and Dwight create a jaw-dropping 500-person prison centipede.",Comedy
