Title,Year,Genres,Plot
American Splendor,2003,"Biography, Comedy, Drama","Harvey Pekar is file clerk at the local VA hospital. His interactions with his co-workers offer some relief from the monotony, and their discussions encompass everything from music to the decline of American culture to new flavors of jellybeans and life itself. At home, Harvey fills his days with reading, writing and listening to jazz. His apartment is filled with thousands of books and LPs, and he regularly scours Cleveland's thrift stores and garage sales for more, savoring the rare joy of a 25-cent find. It is at one of these junk sales that Harvey meets Robert Crumb, a greeting card artist and music enthusiast. When, years later, Crumb finds international success for his underground comics, the idea that comic books can be a valid art form for adults inspires Harvey to write his own brand of comic book. An admirer of naturalist writers like Theodore Dreiser, Harvey makes his American Splendor a truthful, unsentimental record of his working-class life, a warts-and-all self portrait. First published in 1976, the comic earns Harvey cult fame throughout the 1980s and eventually leads him to the sardonic Joyce Barber, a partner in a Delaware comic book store who end ups being Harvey's true soul mate as they experience the bizarre byproducts of Harvey's cult celebrity stature."
The Order,2003,"Horror, Mystery, Thriller","Alex Bernier (Ledger) is a member of an arcane order of priests known as Carolingians. When the head of the order dies, Alex is sent to Rome to investigate mysterious circumstances surrounding the death. The body bears strange marks on the chest which may or may not be the sign of a Sin Eater (Furmann), a renegade who offers absolution, last rites and therefore a path to heaven outside the jurisdiction of the church. Alex enlists the aid of his old comrade Father Thomas (Addy) and of a troubled artist (Sossamon) upon whom he once performed an exorcism. He soon finds himself plunged into a mystery only to find himself at the heart of it."
Drumline,2002,"Comedy, Drama, Romance","A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top."
Cabin Fever,2002,Horror,"The college friends Paul, Karen, Bert, Marcy and Jeff rent an isolated cabin in the woods to spend a week together. When they arrive, a man contaminated with a weird disease asks for help to them, but they get in panic and burn the man, who falls in the water reservoir and dies. The whole group, except Karen, makes a pact of drinking only beer along the week without knowing where the dead body is. When Karen drinks tap water and gets the disease, the group begins their journey to hell."
Barbershop,2002,"Comedy, Drama","A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out. The barbershop is filled with characters who share their stories, jokes, trials and tribulations. In the shop we find Eddie, an old barber with strong opinions and no customers. Jimmy is a highly educated barber with a superiority complex who can't stand Isaac, the new, white barber who just wants a shot at cutting some hair. Ricky is an ex-con with two strikes against him and is desperately trying to stay straight. Terri is a hard-edged woman who can't seem to leave her two-timing boyfriend. And lastly there's Dinka, a fellow barber who is madly in love with Terri but doesn't get the time of day."
May,2002,"Drama, Horror","When May was a child, she was a lonely girl with a lazy eye and without any friends except a weird and ugly doll kept in a glass case given by her bizarre mother on her birthday. May becomes a lonely, weird young woman, working in an animal hospital and assisting the veterinarian in surgeries and sewing operated animals most of the time. Her lesbian colleague Polly has a sort of attraction for her. When the shy May meets the mechanic Adam Stubbs, she loves his hands and has a crush on him. They date, but the weirdness and bizarre behavior of May pushes Adam away from her. Alone, May has a brief affair with Polly, but she feels rejected again when her colleague meets Ambrosia. When her doll is accidentally broken, the deranged May decides to build a friend for her, using the best parts her acquaintances can offer."
The Kid Stays in the Picture,2002,"Documentary, Biography","This documentary captures the life story of legendary Hollywood producer and studio chief Robert Evans. The first actor to ever to run a film studio, Robert Evans' film career started in 1956, poolside at the Beverly Hills Hotel. His good looks, charm and overwhelming confidence captured the eye of screen legend Norma Shearer, who offered him a film role. After a glamorous--but short-lived--career as a movie star, Evans tried out producing. At the age of 34, with no producing credits to his name, he landed a job as chief of production at Paramount Pictures. Evans ran the studio from 1966-1974. During his tenure, he was responsible for such revolutionary films as The Godfather, Rosemary's Baby, Love Story, The Odd Couple, Harold and Maude and Chinatown. By the early '80s, the Golden Boy of Hollywood was losing his luster. After a failed marriage to Ali MacGraw, a cocaine bust and rumored involvement with the Cotton Club murder, he disappeared into near-obscurity. Only through tremendous will and uncanny luck did he once again rise as the kid who stays in the picture."
Old School,2003,Comedy,"Mitch, Frank and Beanie are disillusioned with their personal lives begining when Mitch's nymphomanic girlfriend, Heidi, cheats on him, then former party animal Frank gets married, but unwilling to let go of his wild life, and Beanie is a family man seeking to reclaim his wild and crazy youth. Beanie suggests that they form their own fraternity in Mitch's new house on a college campus to re-live their glory days by bringing together a variety of misfit college students, losers, middle-aged and elderly retirees as their new friends and later try to avoid being evicted by the new Dean of Students, Pritchard, whom still holds a personal grudge against all three of them."
Gerry,2002,"Adventure, Drama, Mystery","Two friends that call each other Gerry decide to hide in the wilderness in order to see something. However, they do not find what they're looking for. They decide to return to the car but they get lost in the desert, without water, supplies or a compass. Now they have to walk, trying to find the road to survive."
The Hot Chick,2002,"Comedy, Fantasy","Jessica Spencer is the hottest, most popular girl in high school. Jessica, her best friend April, and a couple of other hot girls Lulu and Keecia visit the mall to hang out and do some shopping. They enter a new age store, where they check out a pair of ancient earrings. Unbeknownst to Jessica, these are magical ones set in ancient Abyssinia. A princess known as Princess Nawa is disgusted by the groom of her arranged marriage and switches bodies with a slave girl by means of an enchanted set of earrings. Since the earrings are not for sale, Jessica steals them. But the next morning she gets a big dose of reality when she wakes up in the body of a 30-something lowlife male, Clive, a career criminal. Clive finds himself in Jessica's body. Now it's up to Jessica (in Clive's body) to find a way to get her body back, while Clive (in Jessica's body) takes advantage of his new body to set in motion a crime spree to put the blame on Jessica!"
Winged Migration,2001,Documentary,"This documentary follows several species of migratory birds over a four year filming period. These birds travel several hundreds if not thousands of miles toward the equator in the autumn, and make the return journey to their higher latitude summer homes in the spring, always taking the same route, using the natural compasses of the universe, the stars, to find their way. Some species, like the arctic tern, even fly from pole to pole. These long and often torturous treks are a matter of survival, to live in a hospitable climate and find sources of food. With the exception of migratory penguins, travel over oceans is especially difficult as the birds have little refuge unless there is something floating on the water, such as a ship, on which to land. Otherwise they must continue flying until they reach land. Some will not survive the migration due to predators, including man, illness or injury. Although the migrations themselves are done as a community, once the birds reach their respective summer and winter homes, they disperse into family units. And every continent is affected by the migration as every continent is home, at least part of year, to a species of migratory bird."
Jeepers Creepers II,2003,Horror,"Stranded on a lonely road, a schoolbus full of high school basketball players, their coaches, and cheerleaders must defend themselves from the Creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed. Meanwhile, a farmer and his son set out on a personal mission to hunt the Creeper down."
Man on the Train,2002,"Crime, Drama, Thriller","A teacher and a gangster meet by chance in a small town pharmacy. As a friendship of sorts develops between these opposite personalities, each starts to envy the other and by the week's end, everything will change for both of them."
Dirty Pretty Things,2002,"Crime, Drama, Thriller","Okwe is an illegal Nigerian immigrant leading a hard life and struggling to survive in London's underground. He works as a hotel receptionist in the night time and as he has a doctor degree he practices some medicine, during the day, in a very odd way. Besides that he must constantly escape from Immigration officers. One day Okwe discovers by chance an illegal scheme of surgeries is being lead by Juan, his boss in the hotel. Juan quickly comes up with a tempting proposal: if Okwe accepts to perform the illegal surgeries he makes a lot of money and gets legalized situation in the U.K. Can Okwe keep his moral values intact?"
Deliver Us from Eva,2003,"Comedy, Drama, Romance","Eva Dandridge is a very uptight young woman who constantly meddles in the affairs of her sisters and their husbands. Her in-laws, who are tired of Eva interfering in their lives, decide to set her up with someone so she can leave them alone. They end up paying Ray, the local ""playboy,"" $5,000 to date her. The plan goes by smoothly, but troubles comes when Ray actually falls in love with Eva."
Timeline,2003,"Action, Adventure, Sci-Fi","In this case, a group of archaeologists and combat experts led by Paul Walker and Frances O'Connor use a ""3-D fax machine"" (so much for technobabble!) to time-travel back to France in 1357, in hopes of retrieving Walker's father and returning safely to the present. No such luck! Fending for themselves against marauding hordes of medieval French warriors at war with the invading British, these semi-intrepid travelers find their body count rising, and the deadline for their return home is rapidly approaching."
Blue Crush,2002,"Drama, Romance, Sport","Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates including her rebellious younger sister, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters surf competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene ... until pro quarterback Matt Tollman comes along. Like it or not, Anne Marie starts losing her balance - and finding it - as she falls for Matt."
Shanghai Knights,2003,"Action, Adventure, Comedy","When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds. Chon's sister, Lin, has the same idea, and uncovers a worldwide conspiracy to murder the royal family but almost no one will believe her."
Lilya 4-Ever,2002,"Crime, Drama","While waiting for her mothers reply to take her to the USA, Lilya idles the time away smoking, drinking and having fun with her, too, outcast friend Volodya. In time, the chance of a new life becomes non-existent; her life is going nowhere. Meeting a young man, she then finds a plane ticket in her hand and a new life in Sweden: a job, an apartment and prospects. All is not what it seems. There shall be work, there shall be housing and there shall be no escape. This is the stark, frank and disturbing vision of the life of a young victim of the underground sex trade and in all its tone of realism of abject poverty, despicable actions and of wanting to show that dreaming of a better life is not a crime but that life can shatter the illusion of a happy ending."
Hero,2002,"Action, Adventure, History","In ancient China, before the reign of the first emperor, warring factions throughout the Six Kingdoms plot to assassinate the most powerful ruler, Qin. When a minor official defeats Qin's three principal enemies, he is summoned to the palace to tell Qin the story of his surprising victory."
Gigli,2003,"Comedy, Crime, Romance","Gigli, a lowly and inept hitman, is assigned a job by the mob to kidnap an intellectually disabled brother of a California district attorney. Gigli abducts the brother from his mental hospital and holds him hostage in his apartment. Ricki, a ""lesbian assassin"", is sent to oversee Gigli's job and make sure he doesn't screw it up. Comedic high jinks ensue as the two go on the lam and start to fall in love."
Chicago,2002,"Comedy, Crime, Musical",Murderesses Velma Kelly (a chanteuse and tease who killed her husband and sister after finding them in bed together) and Roxie Hart (who killed her boyfriend when she discovered he wasn't going to make her a star) find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.
Death to Smoochy,2002,"Comedy, Crime, Drama","Fired in disgrace, kids show host Randolph Smiley finds himself out on the street, while his replacement Sheldon Mopes, finds himself on the fast track to success with a new hit show as the proud purple rhino Smoochy. But things take a turn for the worst when Sheldon finds out that some of the people that he works with, and some he doesn't know he's working for, are all in it for the money. Meanwhile, Randolph is slowly turning insane with his only thoughts focusing on killing Smoochy and getting back to his life of luxury."
The Cat's Meow,2001,"Drama, Romance","In November of 1924, a mysterious Hollywood death occurred aboard media mogul William Randolph Hearst's yacht. Among the famous guests that weekend were: film star Charlie Chaplin; starlet Marion Davies (who was also Hearst's mistress at the time); silent-film producer Thomas H. Ince (known for creating the first Hollywood-studio facility and for creating an ""assembly line"" system for filmmaking); and feared gossip columnist, Louella Parsons."
The Last Kiss,2001,"Comedy, Drama, Romance","Carlo's life is thrown into a tailspin when his longtime girlfriend Giulia announces she's pregnant. As Carlo faces up to his anxieties about adulthood, his buddies Paolo, Adriano and Alberto reluctantly grapple with their own responsibilities."
Stealing Harvard,2002,"Comedy, Crime","A man turns to a life of crime to pay for his niece's tuition for her first year at a prestigious university. His girlfriend also wants him to pay $30,000 for the down payment on a house; and his buddy is a bad influence on him."
The Rookie,2002,"Drama, Family, Sport","Jim Morris is a Texas high school chemistry teacher and coach of the school's baseball team. He's always loved baseball and as a way of motivating his players, he agrees to go to a professional try-out if they win the championship. He once had aspirations to be a professional baseball player but an injury brought that to an end. Sure enough, the 39 year-old father of three finds himself at a camp for the Tampa Bay Devil Rays and he somehow seems to have regained his pitching arm, easily throwing a 98 mph fastball. Signed to a contract, he toils in the minor leagues while his supportive wife stays home raising their children. He soon finds himself called up to the big club and pitching for Tampa which is in Texas playing the Rangers. Based on a true story."
One Hour Photo,2002,"Drama, Thriller","Middle aged Sy Parrish works as a technician at a one hour photo lab located in a SavMart store in a suburban mall. Sy is a lonely man, never having had any friends. He knows much about his customers through the photographs they have developed. But he knows more about the Yorkin family - specifically Nina Yorkin and her adolescent son Jake Yorkin, the two in the family who drop off and pick up the family's photofinishing - the family about whom he is obsessed, than anyone else. Nina's husband, Will Yorkin, is incidental to his obsession since Sy has only seen him in photographs. Sy's obsession includes fantasizing about being their favorite ""Uncle Sy"". He has even been making an extra set of prints for himself of all of their photographs since Jake was a newborn. After an incident at work and after Sy finds out more about the family through a set of photographs, he decides to right the injustices he sees in the only way he knows how. His actions demonstrate his true mental state."
Murder by Numbers,2002,"Crime, Mystery, Thriller","Richard Haywood, a Californian high school's coolest kid, secretly teams up with another rich kid in his class, brilliant nerd Justin 'Bonaparte' Pendleton, whose erudition, specially in forensic matters, allows them to plan elaborately perfect murders, just for the kick, for which they set up Richard's marijuana supplier, their school's janitor Ray Feathers, as a psychotic serial killer. The case is assigned to detectives Cassie 'the hyena' Mayweather, who carries a sequoia-size chip on the shoulder from her previous life, and her brilliant new partner, Sam Kennedy, who just transferred from the vice squad; they can work together very well, and even fit romantically, but fall out over different professional attitudes towards the investigation, which Captain Rod Cody and her understandably vindictive abused ex, Assistant D.A. Al Swanson, soon ban her from when she disobeys instructions and hand to him. When the plotting boys both dig class-mate Lisa Mills, their unnatural bond comes under stress- will it break, allowing the hard-pressed police to bring them down?"
Kissing Jessica Stein,2001,"Comedy, Drama, Romance","Jessica Stein is a single, straight, successful, journalist, part of a bonded Jewish family living in New York City, who finds herself not as straight as she thought when Jessica meets and begins an intense friendship with career woman Helen Cooper which ultimately leads to romance."
Frailty,2001,"Crime, Drama, Thriller","FBI agent Wesley Doyle is startled by the spontaneous declaration of youngster Fenton Meiks about how his father's delusions to have a divine mission as avenging angel required him and his brother Adam to become his 'demon-slaying' murder accomplices. But when Doyle accepts to be shown concealed victim graves, the plot twists in the present just as gruesomely."
Changing Lanes,2002,"Drama, Thriller","An attorney in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman, who also is a rush for a court appointment involving the custody of his children. The attorney leaves the scene of the accident and strands the salesman, causing him to miss his custody hearing. During the process of the post-crash discussion, the attorney accidentally drops the papers he needs to present in court. The judge gives him until the end of the day to present the papers and thus begins a cat and mouse game between the proponents. A few questionable actions later on both parties' part, they finally start questioning their actions and their lives. In the end, both come to new understanding of what is important and appear to be set in new ethical and moral directions. Contains mild violence and profanity."
Catch Me If You Can,2002,"Biography, Crime, Drama","New Rochelle, the 1960s. High schooler Frank Abagnale Jr. idolizes his father, who's in trouble with the IRS. When his parents separate, Frank runs away to Manhattan with $25 in his checking account, vowing to regain dad's losses and get his parents back together. Just a few years later, the FBI tracks him down in France; he's extradited, tried, and jailed for passing more than $4,000,000 in bad checks. Along the way, he's posed as a Pan Am pilot, a pediatrician, and an attorney. And, from nearly the beginning of this life of crime, he's been pursued by a dour FBI agent, Carl Hanratty. What starts as cat and mouse becomes something akin to father and son."
Basic,2003,"Action, Crime, Drama","Tom Hardy, an ex-Army Ranger turned DEA agent, is drawn into an ever-widening mystery surrounding the disappearance of the feared and often hated Sgt. Nathan West, as well as several of his elite Special Forces trainees on what appears, at first, to have been a routine training exercise during a hurricane in the jungles of Panama. Only two survivors are found, Dunbar, and a badly wounded Kendall, the son of a high-profile Joint Chiefs of Staff official. Neither is willing to cooperate with Capt. Julia Osborne's investigation. So base commander Col. Bill Styles calls in ex-Ranger Hardy, an old friend and a persuasive interrogator. Osborne disapproves of Hardy who is on leave from the D.E.A. after having come under suspicion of accepting bribes from local drug traffickers. She is also uneasy when she learns that Hardy once trained under West and hates him almost as passionately as his current recruits. With time running out, Hardy and Osborne call a temporary, if uneasy, truce. Hardy cajoles a confession out of Dunbar, who claims that Sgt. West and the missing Rangers have been murdered and their bodies blown away by the hurricane. When they later interview Kendall, he confirms that the other Rangers and West are dead. But, in almost every other way, his story contradicts Dunbar's. What happened to West and his Ranger team? And what were they really doing out there in the jungle? As each layer reveals more lies and greater deceptions, Hardy and Osborne inch towards the horrible truth about the fate of the missing Rangers."
View from the Top,2003,"Comedy, Romance","Donna Jensen was raised literally and figuratively on the wrong side of the trailer park in Silver Springs, Nevada. She always believed it was her destiny to get out of Silver Springs. After reading Sally Weston's book, Sally who is arguably the most famous now ex-flight attendant in the world, Donna believes the path to leaving Silver Springs is to become a flight attendant despite never having been on an airplane. After an initial bumpy start to this career, Donna shows a natural flair for the job, so much so that she applies to work for world class Royal Airlines, where Sally Weston mentors. After meeting Donna, Sally believes Donna is destined for flight attendant greatness, namely working first class in the New York-Paris flights. Donna believes in herself as a flight attendant, but has to overcome some obstacles, including flight attendant trainer John Witney, who has some hidden anger issues, and her friend Christine Montgomery who also wants to be a great flight attendant despite not having Donna's aptitude at it. In her path to the top of the profession, Donna also has to decide where Ted Stewart, the man with who she falls in love, fits in, he a law student based in the airline flight backwater of Cleveland."
Men with Brooms,2002,"Comedy, Drama, Romance","Long Bay resident Donald Foley, a life long curler and more recent curling coach, has just passed away. He has requested that his cremated ashes be bored into a specific curling stone he has just had retrieved from the bottom of Long Bay. His will also has a non-binding codicil to reunite the last team he coached to curl in the Golden Broom Bonspiel in town, a Long Bay team which has never won and that team which was the closest ever to doing so. Donald wants that specific stone in which he is buried to be delivered as the final shot to sit on the button for the win for the Long Bay team. Beyond the four team members not having curled at all since their last bonspiel ten years ago, they each have issues in their lives which may make coming together as a team and winning, and curling in its entirety difficult or a non-priority. Lead Neil Bucyk's life is directed by his controlling wife Linda, a right she believes she has as his livelihood is in her family's business, a funeral home. Second Eddie Strombeck and his wife Lilly are trying to conceive, her ovulation cycles which may trump all else in his life especially as they have long tried to have a baby without success (although they are having a good time in the trying). Third James Lennox, who has recently returned to town with Joanne, the latest in a long line of not too bright casual and short term girlfriends, is a drug dealer whose biggest priority may be to evade the thugs to who he owes a lot of money. But the biggest question mark may be skip Chris Cutter, who unilaterally made the decision to break up the team when he left town to work in the Alberta oil patch. He quit curling over guilt in not reporting a burnt rock in that last bonspiel, that rock which he ultimately threw into Long Bay (i.e. the rock in which Donald is now buried). The issue of skill may be somewhat addressed if Chris is willing to reconnect with his father and Donald's friend, Gordon Cutter, with who Chris has been estranged over family issues but who remains the most knowledgeable curler in town. The other part of the skill issue is that the Butte team will be curling in the bonspiel, their entire team, but especially skip Alexander Yount, who are treated like rock stars in the curling world. If Chris remains in town to curl, he also has to address some personal issues, as his departure ten years ago broke up his relationship with Donald's daughter, Julie Foley, that adversity which in part led to she coming out ahead professionally as a member now of the space program. However, Donald's other daughter, single mother physiotherapist and admitted alcoholic Amy Foley, who was Chris' drinking buddy and is everyone's best friend, has always had feelings for Chris herself, something of which Chris and Julie, deep in their hearts, are aware."
Love the Hard Way,2001,"Drama, Crime, Romance",The story of a petty thief who meets an innocent young woman and brings her into his world of crime while she teaches him the lessons of enjoying life and being loved.
Empire,2002,"Crime, Drama, Thriller","A big time drug dealer Victor Rosa is looking to get out of the game and sees his chance with a big deal and a new friend who happens to be a Wall St. stockbroker. Thinking this will be his chance to go out on top, Victor soon finds out that he has been double crossed and his last option is to get revenge."
Lovely & Amazing,2001,"Comedy, Drama, Romance","The Marks family is a tightly-knit quartet of women. Jane is the affluent matriarch whose 3 daughters seem to have nothing in common except for a peculiar sort of idealism. Setting the tone of vanity and insecurity, Jane is undergoing cosmetic surgery to alter her figure, but serious complications put her health in real danger. Former homecoming queen Michelle, the eldest daughter, has one daughter of her own and an alienated, unsupportive husband. Elizabeth, the middle sister, has an acting career that is beginning to take off, but is timid and insecure, and habitually relieves her trepidation by taking in stray dogs. Only the youngest sister, Annie, an adopted African American 8-year-old, stands a chance of avoiding the family legacy of anxious self-absorption. If only her intelligence and curiosity will see her through what promises to be a confusing adolescence. Each of the women seeks redemption in her own haphazard way."
S1m0ne,2002,"Comedy, Drama, Sci-Fi","The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star--the first totally believable synthetic actress. The ""actress"" becomes an overnight sensation, with a major singing career as well, and everyone thinks she's a real person. However, as Simone's fame skyrockets, he cannot bear to admit his fraud to himself or the world."
About Schmidt,2002,"Comedy, Drama","Warren Schmidt has led a safe, predictable life working in the insurance industry in Omaha, Nebr. for many years, yet now faces retirement. At the same time he is forced to take a hard look at his wife, his life and his relationship with his estranged daughter. An often hilarious series of events follow as Schmidt embarks on an unpredictable RV journey to attend his daughter's wedding in Denver."
S.W.A.T.,2003,"Action, Adventure, Crime","Based off of a one time T.V. show, two Los Angeles S.W.A.T. officers Jim Street and Brian Gamble were sent in to foil an extremely violent bank robbery. Although they thwarted the robbery, they shot a hostage in the process. Street was suspended from S.W.A.T. while Gamble was fired altogether. After 6 months, a veteran S.W.A.T. officer, Daniel Harrelson or ""Hondo"", is told to assemble a S.W.A.T. team for his division. He chooses other S.W.A.T. officers as well as 3 rookies. However, after they pass the S.W.A.T. training, they receive a message that a French crime boss, known as Alex Montell is trying to escape from prison. This will not be easy to prevent, especially after Montell promises $100 Million to his rescuers."
Road to Perdition,2002,"Crime, Drama, Thriller","1931. Mike Sullivan and Connor Rooney are two henchmen of elderly Chicago-based Irish-American mobster John Rooney, Connor's father. In many respects, John treats Mike more as his son, who he raised as his own after Mike was orphaned, than the volatile Connor, who nonetheless sees himself as the heir apparent to the family business. One evening, Mike's eldest son, twelve year old Michael Sullivan Jr., who has no idea what his father does for a living, witnesses Connor and his father gun down an associate and his men, the situation gone wrong initiated from an action by Connor. Caught witnessing the incident, Michael is sworn to secrecy about what he saw. Regardless, Connor, not wanting any loose ends, makes an attempt to kill Mike, his wife and their two sons. Mike and the surviving members of his family know that they need to go on the run as Connor, who has gone into hiding, will be protected through mob loyalty, especially by John, who cannot turn on his own flesh and blood. Still, Mike has to figure out a way for retribution for what Connor did, while still protecting him and his family, not only from Connor, but from John and his fellow associates. Through it all, Mike wants those in his family that had no say in what he chose as a living, to have some redemption for their eternal souls."
Sweet Home Alabama,2002,"Comedy, Romance","Melanie Carmichael, an up and rising fashion designer in New York, has gotten almost everything she wished for since she was little. She has a great career and the JFK-like fiancée of New York City. But when he proposes to her, she doesn't forget about her family back down South. More importantly, her husband back there, who refuses to divorce her ever since she sent divorce papers seven years ago. To set matters straight, she decides to go to the south quick and make him sign the papers. When things don't turn out the way she planned them, she realizes that what she had before in the south was far more perfect than the life she had in New York City."
Possession,2002,"Drama, Mystery, Romance","Roland Michell is an American scholar trying to make it in the difficult world of British Academia. He has yet to break out from under his mentor's shadow until he finds a pair of love letters that once belonged to one of his idols, a famous Victorian poet. Michell, after some sleuthing, narrows down the suspects to a woman not his wife, another well known Victorian poet. Roland enlists the aid of a Dr. Maud Bailey, an expert on the life of the woman in question. Together they piece together the story of a forbidden love affair, and discover one of their own. They also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival, Fergus Wolfe."
Pauline and Paulette,2001,"Comedy, Drama","Pauline is a 'little girl of 66 years old'. She is intellectually disabled and been cared after by her sister Martha. When Martha dies, her two younger sisters, Paulette and Cecile have to ..."
The Piano Teacher,2001,Drama,"Erika Kohut is a pianist, teaching music. Schubert and Schumann are her forte, but she's not quite at concert level. She's approaching middle age, living with her mother who is domineering then submissive; Erika is a victim then combative. With her students she is severe. She visits a sex shop to watch DVDs; she walks a drive-in theater to stare at couples having sex. Walter is a self-assured student with some musical talent; he auditions for her class and is forthright in his attraction to her. She responds coldly then demands he let her lead. Next she changes the game with a letter, inviting him into her fantasies. How will he respond; how does sex have power over our other faculties?"
Sex and Lucia,2001,"Drama, Romance","Lucía is a young waitress in a restaurant in the centre of Madrid. After the loss of her long-time boyfriend, a writer, she seeks refuge on a quiet, secluded Mediterranean island. There, bathed in an atmosphere of fresh air and dazzling sun, Lucía begins to discover the dark corners of her past relationship, as if they were forbidden passages of a novel which the author now, from afar, allows her to read."
The Sweetest Thing,2002,"Comedy, Romance","To ease their roommate through a relationship-induced depression, Christina Walters and Courtney Rockcliffe take her out on the town. During their attempts to find her ""Mr. Right Now"", Christina meets Peter Donahue. Missing her opportunity with him that night, Christina is talked into pursuing him to his brother's wedding."
Star Trek: Nemesis,2002,"Action, Adventure, Sci-Fi","After a joyous wedding between William Riker and Deanna Troi, Captain Picard and the Enterprise crew stumble upon a mysterious signal which results in it being a prototype android who is the twin to Data. Then the Enterprise is invited to Romulus to negotiate peace with the Romulans by their new Praetor named Shinzon. However, Shinzon is revealed to be a clone of Picard who was raised on Remus, a slave planet to the Romulans. Later on, Picard discovers that this peace treaty was nothing more than a set-up due to the fact that Shinzon needs Picard in order to survive. But little do the Enterprise crew know that Shinzon also plans to do away with the Federation by unleashing a weapon that could destroy a whole planet."
Reign of Fire,2002,"Action, Adventure, Fantasy","It is twenty years in the future, and the planet has been devastated by vicious fire-breathing dragons. The last vestiges of humanity now struggle for survival at remote outposts. In a ruined castle in the English countryside, Quinn is desperately trying to hold together a band of frightened, restless survivors. As a boy, Quinn watched his mother die protecting him from one of the beasts, and is still haunted by the memory. One day, a group of American rogues shows up, led by a brash, tough-guy named Van Zan. He claims to have discovered a way to kill the dragons once and for all, and enlists Quinn's help. But doing so will force Quinn to confront his own frightening memories. This, and Quinn's responsibilities to those that are under his protection, results in a battle of wills between the two men. In the end, events cause them both to realize that they must work together to defeat the monsters--both without and within."
The Pianist,2002,"Biography, Drama, Music","In this adaptation of the autobiography ""The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945,"" Wladyslaw Szpilman, a Polish Jewish radio station pianist, sees Warsaw change gradually as World War II begins. Szpilman is forced into the Warsaw Ghetto, but is later separated from his family during Operation Reinhard. From this time until the concentration camp prisoners are released, Szpilman hides in various locations among the ruins of Warsaw."
Manic,2001,Drama,"Lyle Jensen is subject to sudden and violent outbursts, and he is committed to the juvenile wing of the Northwood Mental Institution. Several other youths are there with a variety of serious problems. Lyle interacts with other patients and staff on a human, and sometimes not so human level. The psychological problems of the patients also forms the fabric by which we see what's right with them, and what's wrong with the society that affects them."
The Grey Zone,2001,"Drama, History, War","The true story of Dr. Miklos Nyiszli, a Hungarian Jew chosen by Josef Mengele to be the head pathologist at Auschwitz. Nyiszli was one of Auschwitz's Sonderkommandos - Special Squads of Jewish prisoners placed by the Nazis in the excruciating moral dilemma of helping to exterminate fellow Jews in exchange for a few more months of life. Together, the Sonderkommandos struggled to organize the only armed revolt that would ever take place at Auschwitz. As the rebellion is about to commence, a group from the unit discovers a 14-year-old girl who has miraculously survived a gassing. A catalyst for their desperate attempt at personal redemption, the men become obsessed with saving this one child, even if doing so endangers the uprising which could save thousands. To what terrible lengths are we willing to go to save our own lives, and what in turn would we sacrifice to save the lives of others?"
Rabbit-Proof Fence,2002,"Adventure, Biography, Drama","Western Australia, 1931. Government policy includes taking half-caste children from their Aboriginal mothers and sending them a thousand miles away to what amounts to indentured servitude, ""to save them from themselves."" Molly, Daisy, and Grace (two sisters and a cousin who are 14, 10, and 8) arrive at their Gulag and promptly escape, under Molly's lead. For days they walk north, following a fence that keeps rabbits from settlements, eluding a native tracker and the regional constabulary. Their pursuers take orders from the government's ""chief protector of Aborigines,"" A.O. Neville, blinded by Anglo-Christian certainty, evolutionary world view and conventional wisdom. Can the girls survive?"
Maid in Manhattan,2002,"Comedy, Drama, Romance","Marisa Ventura is a single mother born and bred in the boroughs of New York City, who works as a maid in a first-class Manhattan hotel. By a twist of fate and mistaken identity, Marisa meets Christopher Marshall, a handsome heir to a political dynasty, who believes that she is a guest at the hotel. Fate steps in and throws the unlikely pair together for one night. When Marisa's true identity is revealed, the two find that they are worlds apart, even though the distance separating them is just a subway ride between Manhattan and the Bronx."
House of 1000 Corpses,2003,Horror,"In ""House of 1000 Corpses"", two young couples take a misguided tour onto the back roads of America in search of a local legend known as Dr. Satan. Lost and stranded, they are set upon by a bizarre family of psychotics. Murder, cannibalism and satanic rituals are just a few of the 1000+ horrors that await."
